2019-12-29 00:00:32.408 [http-nio-8080-exec-6] INFO  com.lgq.controller.SiteIconController - FrancisBlog: addSiteIcon -> {"siteIconColor":"","siteIconDescription":"肥肥肥","siteIconName":"QQ","siteIconUrl":"sdasa","siteIconValue":"#icon-QQ"}
2019-12-29 00:19:57.696 [http-nio-8080-exec-9] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 00:20:11.138 [http-nio-8080-exec-10] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 00:20:11.141 [http-nio-8080-exec-5] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllParentMenu
2019-12-29 00:20:11.156 [http-nio-8080-exec-10] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 00:20:14.928 [http-nio-8080-exec-4] INFO  com.lgq.controller.TagController - FrancisBlog: getAllTag
2019-12-29 00:20:51.378 [http-nio-8080-exec-6] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:2
2019-12-29 00:20:52.842 [http-nio-8080-exec-3] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 00:21:10.490 [http-nio-8080-exec-2] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 00:21:10.497 [http-nio-8080-exec-2] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 00:21:10.497 [http-nio-8080-exec-1] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllParentMenu
2019-12-29 00:21:11.156 [http-nio-8080-exec-8] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 00:21:11.188 [http-nio-8080-exec-7] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 00:21:11.268 [http-nio-8080-exec-9] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 00:21:11.268 [http-nio-8080-exec-9] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 00:34:39.897 [http-nio-8080-exec-2] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 00:34:39.905 [http-nio-8080-exec-2] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 00:34:39.986 [http-nio-8080-exec-8] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllParentMenu
2019-12-29 00:34:40.056 [http-nio-8080-exec-7] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 00:34:40.061 [http-nio-8080-exec-7] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 00:34:40.157 [http-nio-8080-exec-10] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 00:34:40.157 [http-nio-8080-exec-5] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 00:41:10.267 [http-nio-8080-exec-2] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 00:41:10.269 [http-nio-8080-exec-7] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 00:41:10.275 [http-nio-8080-exec-5] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 00:41:10.285 [http-nio-8080-exec-2] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 00:41:10.298 [http-nio-8080-exec-10] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllParentMenu
2019-12-29 00:41:10.503 [http-nio-8080-exec-4] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 00:41:10.503 [http-nio-8080-exec-4] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 00:41:10.673 [http-nio-8080-exec-1] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 00:41:10.677 [http-nio-8080-exec-1] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 00:42:47.657 [http-nio-8080-exec-2] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 00:42:47.934 [http-nio-8080-exec-10] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 00:42:47.939 [http-nio-8080-exec-10] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 00:42:47.947 [http-nio-8080-exec-1] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 00:43:13.376 [http-nio-8080-exec-6] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 00:43:13.377 [http-nio-8080-exec-9] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 00:43:13.377 [http-nio-8080-exec-8] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 00:43:13.385 [http-nio-8080-exec-8] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 00:43:41.843 [http-nio-8080-exec-7] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 00:43:41.849 [http-nio-8080-exec-7] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 00:43:41.851 [http-nio-8080-exec-5] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 00:43:41.858 [http-nio-8080-exec-2] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 09:06:23.160 [main] INFO  com.lgq.FrancisBlogApplication - Starting FrancisBlogApplication on DESKTOP-G6KT9CH with PID 17080 (I:\blog_for_feifeifei\blog-for-feifeifei\target\classes started by lin in I:\blog_for_feifeifei\blog-for-feifeifei)
2019-12-29 09:06:23.240 [main] INFO  com.lgq.FrancisBlogApplication - No active profile set, falling back to default profiles: default
2019-12-29 09:06:31.987 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-12-29 09:06:31.991 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-12-29 09:06:32.124 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 91ms. Found 0 repository interfaces.
2019-12-29 09:06:32.815 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$335b598f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-29 09:06:33.979 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-12-29 09:06:34.036 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-12-29 09:06:34.049 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-12-29 09:06:34.050 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.17]
2019-12-29 09:06:34.078 [main] INFO  org.apache.catalina.core.AprLifecycleListener - An older version [1.2.17] of the APR based Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [1.2.21]
2019-12-29 09:06:34.078 [main] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded APR based Apache Tomcat Native library [1.2.17] using APR version [1.6.3].
2019-12-29 09:06:34.079 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2019-12-29 09:06:34.079 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2019-12-29 09:06:35.261 [main] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 1.0.2o  27 Mar 2018]
2019-12-29 09:06:35.554 [main] INFO  o.a.c.c.C.[.[localhost].[/francisblog/api/v1] - Initializing Spring embedded WebApplicationContext
2019-12-29 09:06:35.555 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 11686 ms
2019-12-29 09:06:41.075 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2019-12-29 09:06:41.524 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-12-29 09:06:42.333 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2019-12-29 09:06:42.454 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2019-12-29 09:06:42.530 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2019-12-29 09:06:42.843 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getAllAlbumUsingGET_1
2019-12-29 09:06:42.987 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-12-29 09:06:43.034 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/francisblog/api/v1'
2019-12-29 09:06:43.074 [main] INFO  com.lgq.FrancisBlogApplication - Started FrancisBlogApplication in 27.406 seconds (JVM running for 35.017)
2019-12-29 09:08:45.002 [http-nio-8080-exec-3] INFO  o.a.c.c.C.[.[localhost].[/francisblog/api/v1] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-12-29 09:08:45.003 [http-nio-8080-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-12-29 09:08:45.013 [http-nio-8080-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 10 ms
2019-12-29 09:08:45.124 [http-nio-8080-exec-5] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllParentMenu
2019-12-29 09:08:45.124 [http-nio-8080-exec-4] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 09:08:45.124 [http-nio-8080-exec-3] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 09:08:45.124 [http-nio-8080-exec-6] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 09:08:45.321 [http-nio-8080-exec-6] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2019-12-29 09:08:46.153 [http-nio-8080-exec-3] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2019-12-29 09:08:46.155 [http-nio-8080-exec-3] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2019-12-29 09:08:49.868 [http-nio-8080-exec-7] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 09:08:51.014 [http-nio-8080-exec-8] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 09:08:51.726 [http-nio-8080-exec-8] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 09:09:48.061 [http-nio-8080-exec-10] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 09:09:48.061 [http-nio-8080-exec-10] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 09:09:48.188 [http-nio-8080-exec-2] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 09:09:48.192 [http-nio-8080-exec-2] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 09:09:48.290 [http-nio-8080-exec-6] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllParentMenu
2019-12-29 09:09:48.291 [http-nio-8080-exec-4] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 09:09:48.300 [http-nio-8080-exec-4] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 09:09:48.306 [http-nio-8080-exec-5] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 09:09:48.311 [http-nio-8080-exec-3] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 09:10:48.747 [http-nio-8080-exec-2] INFO  com.lgq.controller.AlbumController - FrancisBlog: getAllAlbum
2019-12-29 09:10:48.841 [http-nio-8080-exec-1] INFO  com.lgq.controller.AlbumPictureController - FrancisBlog: getAllAlbum
2019-12-29 09:10:58.463 [http-nio-8080-exec-6] INFO  com.lgq.controller.TagController - FrancisBlog: getAllTag
2019-12-29 09:10:59.184 [http-nio-8080-exec-4] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 09:10:59.663 [http-nio-8080-exec-5] INFO  com.lgq.controller.SiteFriendLinkController - FrancisBlog: getAllSiteFriendLink
2019-12-29 09:11:00.819 [http-nio-8080-exec-3] INFO  com.lgq.controller.AdvertisementController - FrancisBlog: getAllAdvertisement
2019-12-29 09:11:01.657 [http-nio-8080-exec-8] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 09:11:01.660 [http-nio-8080-exec-8] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 09:11:02.276 [http-nio-8080-exec-7] INFO  com.lgq.controller.AlbumController - FrancisBlog: getAllAlbum
2019-12-29 09:11:03.034 [http-nio-8080-exec-9] INFO  com.lgq.controller.AlbumPictureController - FrancisBlog: getAllAlbum
2019-12-29 09:11:03.037 [http-nio-8080-exec-10] INFO  com.lgq.controller.AlbumController - FrancisBlog: getAllAlbum
2019-12-29 09:11:03.749 [http-nio-8080-exec-2] INFO  com.lgq.controller.AlbumController - FrancisBlog: getAllAlbum
2019-12-29 09:11:04.600 [http-nio-8080-exec-6] INFO  com.lgq.controller.AlbumController - FrancisBlog: getAllAlbum
2019-12-29 09:11:04.600 [http-nio-8080-exec-1] INFO  com.lgq.controller.AlbumPictureController - FrancisBlog: getAllAlbum
2019-12-29 09:11:05.168 [http-nio-8080-exec-4] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllMenu
2019-12-29 09:11:06.733 [http-nio-8080-exec-5] INFO  com.lgq.controller.UserController - FrancisBlog: getAllUser
2019-12-29 09:11:07.467 [http-nio-8080-exec-3] INFO  com.lgq.controller.BlogCommentController - FrancisBlog: getAllBlogComment
2019-12-29 09:11:09.801 [http-nio-8080-exec-8] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 09:11:12.134 [http-nio-8080-exec-7] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:2
2019-12-29 09:11:13.100 [http-nio-8080-exec-9] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 09:12:00.383 [http-nio-8080-exec-10] INFO  com.lgq.controller.SiteFriendLinkController - FrancisBlog: getAllSiteFriendLink
2019-12-29 09:12:01.233 [http-nio-8080-exec-2] INFO  com.lgq.controller.AdvertisementController - FrancisBlog: getAllAdvertisement
2019-12-29 09:12:02.017 [http-nio-8080-exec-6] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 09:12:02.020 [http-nio-8080-exec-6] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 09:12:03.170 [http-nio-8080-exec-1] INFO  com.lgq.controller.AlbumController - FrancisBlog: getAllAlbum
2019-12-29 09:12:04.349 [http-nio-8080-exec-4] INFO  com.lgq.controller.AlbumPictureController - FrancisBlog: getAllAlbum
2019-12-29 09:12:04.354 [http-nio-8080-exec-5] INFO  com.lgq.controller.AlbumController - FrancisBlog: getAllAlbum
2019-12-29 09:12:05.533 [http-nio-8080-exec-3] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllMenu
2019-12-29 09:12:07.273 [http-nio-8080-exec-8] INFO  com.lgq.controller.UserController - FrancisBlog: getAllUser
2019-12-29 09:12:08.385 [http-nio-8080-exec-7] INFO  com.lgq.controller.BlogCommentController - FrancisBlog: getAllBlogComment
2019-12-29 09:12:10.121 [http-nio-8080-exec-9] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 09:12:10.778 [http-nio-8080-exec-10] INFO  com.lgq.controller.TagController - FrancisBlog: getAllTag
2019-12-29 09:12:12.679 [http-nio-8080-exec-2] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 09:12:13.583 [http-nio-8080-exec-6] INFO  com.lgq.controller.SiteFriendLinkController - FrancisBlog: getAllSiteFriendLink
2019-12-29 09:12:14.662 [http-nio-8080-exec-1] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 09:12:28.034 [http-nio-8080-exec-5] INFO  com.lgq.controller.SiteTagController - FrancisBlog: updateSiteTag -> {"siteTagColor":"rgba(255, 221, 30, 0.41)","siteTagDescription":"aaaaaaa","siteTagId":6,"siteTagName":"aaaaaa"}
2019-12-29 09:12:28.232 [http-nio-8080-exec-3] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 09:12:37.454 [http-nio-8080-exec-8] INFO  com.lgq.controller.SiteTagController - FrancisBlog: updateSiteTag -> {"siteTagColor":"rgba(255, 69, 0, 0.45)","siteTagDescription":"a","siteTagId":5,"siteTagName":"q"}
2019-12-29 09:12:37.663 [http-nio-8080-exec-7] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 09:12:44.414 [http-nio-8080-exec-9] INFO  com.lgq.controller.SiteTagController - FrancisBlog: updateSiteTag -> {"siteTagColor":"rgba(255, 69, 0, 0.74)","siteTagDescription":"瘦瘦瘦","siteTagId":7,"siteTagName":"爱刘雪"}
2019-12-29 09:12:44.506 [http-nio-8080-exec-10] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 09:12:55.372 [http-nio-8080-exec-2] INFO  com.lgq.controller.SiteTagController - FrancisBlog: updateSiteTag -> {"siteTagColor":"rgba(250, 212, 0, 0.75)","siteTagDescription":"肥肥肥","siteTagId":8,"siteTagName":"爱肥肥"}
2019-12-29 09:12:55.581 [http-nio-8080-exec-6] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 09:13:01.921 [http-nio-8080-exec-5] INFO  com.lgq.controller.SiteTagController - FrancisBlog: updateSiteTag -> {"siteTagColor":"rgba(0, 206, 209, 0.5)","siteTagDescription":"肥肥肥","siteTagId":9,"siteTagName":"肥肥肥"}
2019-12-29 09:13:02.098 [http-nio-8080-exec-3] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 09:16:18.386 [http-nio-8080-exec-9] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 09:16:20.428 [http-nio-8080-exec-10] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:2
2019-12-29 09:16:21.543 [http-nio-8080-exec-2] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 09:16:23.121 [http-nio-8080-exec-6] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:2
2019-12-29 09:16:24.153 [http-nio-8080-exec-1] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 09:16:25.215 [http-nio-8080-exec-4] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:2
2019-12-29 09:16:34.974 [http-nio-8080-exec-5] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 09:17:12.434 [http-nio-8080-exec-3] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 09:19:41.625 [http-nio-8080-exec-9] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:2
2019-12-29 09:20:01.027 [http-nio-8080-exec-10] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 09:24:49.306 [http-nio-8080-exec-4] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:2
2019-12-29 09:24:52.421 [http-nio-8080-exec-5] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 09:29:07.312 [http-nio-8080-exec-7] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogById: blog_id:1
2019-12-29 09:29:07.498 [http-nio-8080-exec-7] INFO  com.lgq.service.impl.BlogServiceImpl - null
2019-12-29 09:29:07.526 [http-nio-8080-exec-7] INFO  com.lgq.service.impl.BlogServiceImpl - 61
2019-12-29 09:29:43.188 [http-nio-8080-exec-10] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 09:31:18.442 [http-nio-8080-exec-6] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 09:31:22.375 [http-nio-8080-exec-4] INFO  com.lgq.controller.AlbumController - FrancisBlog: getAllAlbum
2019-12-29 09:31:22.375 [http-nio-8080-exec-1] INFO  com.lgq.controller.AlbumPictureController - FrancisBlog: getAllAlbum
2019-12-29 09:33:42.915 [http-nio-8080-exec-8] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 09:33:42.924 [http-nio-8080-exec-7] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 09:33:42.925 [http-nio-8080-exec-8] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 09:33:42.930 [http-nio-8080-exec-9] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 09:33:42.952 [http-nio-8080-exec-10] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 09:33:44.932 [http-nio-8080-exec-6] INFO  com.lgq.controller.AlbumController - FrancisBlog: getAllAlbum
2019-12-29 09:33:44.932 [http-nio-8080-exec-2] INFO  com.lgq.controller.AlbumPictureController - FrancisBlog: getAllAlbum
2019-12-29 09:36:23.059 [http-nio-8080-exec-7] INFO  com.lgq.controller.AlbumPictureController - FrancisBlog: getAllAlbum
2019-12-29 09:36:23.059 [http-nio-8080-exec-10] INFO  com.lgq.controller.AlbumController - FrancisBlog: getAllAlbum
2019-12-29 09:36:40.616 [http-nio-8080-exec-6] INFO  com.lgq.controller.AlbumPictureController - FrancisBlog: getAllAlbum
2019-12-29 09:36:40.616 [http-nio-8080-exec-2] INFO  com.lgq.controller.AlbumController - FrancisBlog: getAllAlbum
2019-12-29 09:37:17.026 [http-nio-8080-exec-1] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 09:37:17.028 [http-nio-8080-exec-4] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 09:37:17.031 [http-nio-8080-exec-4] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 09:37:17.036 [http-nio-8080-exec-5] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 09:37:17.044 [http-nio-8080-exec-9] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 09:41:04.002 [http-nio-8080-exec-4] INFO  com.lgq.controller.CategoryController - FrancisBlog: getAllCategory
2019-12-29 09:42:32.986 [http-nio-8080-exec-5] INFO  com.lgq.controller.CategoryController - FrancisBlog: getAllCategory
2019-12-29 09:49:07.350 [http-nio-8080-exec-8] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 09:49:07.354 [http-nio-8080-exec-8] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 09:49:07.399 [http-nio-8080-exec-10] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 09:49:07.431 [http-nio-8080-exec-1] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 09:49:07.463 [http-nio-8080-exec-6] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 09:49:25.653 [http-nio-8080-exec-2] INFO  com.lgq.controller.CategoryController - FrancisBlog: getAllCategory
2019-12-29 09:49:48.064 [http-nio-8080-exec-3] INFO  com.lgq.controller.CategoryController - FrancisBlog: addCategory -> {"categoryDescription":"Java分布式微服务Web框架","categoryName":"Spring Cloud"}
2019-12-29 09:51:53.911 [http-nio-8080-exec-10] INFO  com.lgq.controller.CategoryController - FrancisBlog: addCategory -> {"categoryDescription":"Java分布式微服务Web框架","categoryName":"Spring Cloud"}
2019-12-29 09:51:54.396 [http-nio-8080-exec-1] INFO  com.lgq.controller.CategoryController - FrancisBlog: getAllCategory
2019-12-29 09:54:31.235 [http-nio-8080-exec-3] INFO  com.lgq.controller.CategoryController - FrancisBlog: getAllCategory
2019-12-29 09:54:50.634 [http-nio-8080-exec-5] INFO  com.lgq.controller.CategoryController - FrancisBlog: addCategory -> {"categoryDescription":"高速缓存数据库","categoryName":"Redis"}
2019-12-29 09:54:50.812 [http-nio-8080-exec-9] INFO  com.lgq.controller.CategoryController - FrancisBlog: getAllCategory
2019-12-29 09:59:17.807 [http-nio-8080-exec-8] INFO  com.lgq.controller.CategoryController - FrancisBlog: getAllCategory
2019-12-29 10:00:15.597 [http-nio-8080-exec-10] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 10:00:15.609 [http-nio-8080-exec-1] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 10:00:15.614 [http-nio-8080-exec-6] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 10:00:15.622 [http-nio-8080-exec-4] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 10:00:15.626 [http-nio-8080-exec-3] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllParentMenu
2019-12-29 10:00:15.726 [http-nio-8080-exec-10] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 10:00:15.839 [http-nio-8080-exec-5] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 10:00:15.842 [http-nio-8080-exec-5] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 10:00:16.003 [http-nio-8080-exec-9] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
